,root,type,struct,f_pos,notes,difficulty,complexity,chord
1045,Eb,m7,1;b3;5;b7,"x,2,1,3,x,x","Eb,Gb,Db",1,44.1,Ebm7
1044,Eb,m7,1;b3;5;b7,"x,1,x,2,3,x","Eb,Db,Gb",1,44.1,Ebm7
1043,Eb,m7,1;b3;5;b7,"x,2,1,3,4,x","Eb,Gb,Db,Gb",2,44.1,Ebm7
1042,Eb,m7,1;b3;5;b7,"1,3,1,1,4,1","Eb,Bb,Db,Gb,Db,Eb",4,44.1,Ebm7
1041,Eb,m7,1;b3;5;b7,"x,1,3,1,2,1","Eb,Bb,Db,Gb,Bb",3,44.1,Ebm7
1040,Eb,m7,1;b3;5;b7,"x,3,1,4,1,x","Eb,Gb,Db,Eb",2,44.1,Ebm7
1039,Eb,7b5,1;3;b5;b7,"x,x,2,4,1,3","Db,G,Bbb,Eb",2,52.92,Eb7b5
1038,Eb,7b5,1;3;b5;b7,"x,1,2,1,3,x","Eb,Bbb,Db,G",2,52.92,Eb7b5
1037,Eb,7b5,1;3;b5;b7,"x,x,1,2,3,4","Eb,Bbb,Db,G",2,52.92,Eb7b5
1036,Eb,m,1;b3;5,"x,1,3,4,2,x","Eb,Bb,Eb,Gb",2,22.05,Ebm
962,Eb,9(#5),1;3;#5;b7;9,"x,1,2,1,4,x","Db,G,B,F",2,52.92,Eb9(#5)
986,Eb,7,1;3;5;b7,"x,x,x,2,1,3","Bb,Db,G",1,44.1,Eb7
1054,Eb,dim,1;b3;b5,"x,x,3,1,4,x","Gb,Bbb,Eb",1,22.05,Ebdim
987,Eb,7,1;3;5;b7,"x,2,1,3,x,x","Eb,G,Db",1,44.1,Eb7
989,Eb,7,1;3;5;b7,"x,x,2,3,1,x","G,Db,Eb",1,44.1,Eb7
1014,Eb,maj,1;3;5,"x,x,3,1,2,x","G,Bb,Eb",1,30.87,Ebmaj
1015,Eb,maj,1;3;5,"x,x,1,1,1,x","Bb,Eb,G",1,30.87,Ebmaj
1016,Eb,maj,1;3;5,"x,1,2,3,4,1","Eb,Bb,Eb,G,Bb",3,30.87,Ebmaj
1017,Eb,maj,1;3;5,"1,1,3,3,3,x","Bb,Eb,Bb,Eb,G",3,30.87,Ebmaj
1018,Eb,maj,1;3;5,"x,x,1,4,x,x","G,Eb",0,30.87,Ebmaj
1019,Eb,maj,1;3;5,"x,x,x,2,1,1","G,Bb,Eb",1,30.87,Ebmaj
1020,Eb,maj,1;3;5,"x,4,3,1,2,x","Eb,G,Bb,Eb",2,30.87,Ebmaj
1021,Eb,11,1;3;5;b7;9;11,"x,x,1,1,2,1","Eb,Ab,Db,F",2,61.74,Eb11
1022,Eb,11,1;3;5;b7;9;11,"x,1,1,1,1,1","Eb,Ab,Db,F,Bb",3,61.74,Eb11
1023,Eb,11,1;3;5;b7;9;11,"4,x,3,2,1,1","Eb,Db,F,Ab,Db",3,61.74,Eb11
1024,Eb,maj9,1;3;5;7;9,"x,x,1,0,4,2","Eb,G,D,F",2,52.92,Ebmaj9
1025,Eb,maj9,1;3;5;7;9,"x,2,1,4,3,x","Eb,G,D,F",2,52.92,Ebmaj9
1026,Eb,maj9,1;3;5;7;9,"x,x,4,1,2,1","Eb,F,Bb,D",2,52.92,Ebmaj9
1027,Eb,maj9,1;3;5;7;9,"x,x,1,3,4,1","Eb,Bb,D,F",2,52.92,Ebmaj9
1028,Eb,sus2,1;2;5,"x,1,3,4,1,1","Eb,Bb,Eb,F,Bb",3,17.64,Ebsus2
1029,Eb,sus2,1;2;5,"x,1,3,4,1,x","Eb,Bb,Eb,F",2,17.64,Ebsus2
1030,Eb,m11,1;b3;5;b7;9;11,"x,x,3,1,4,x","Bb,Db,Ab",1,66.15,Ebm11
1031,Eb,m11,1;b3;5;b7;9;11,"x,2,x,3,4,1","Eb,Db,Gb,Ab",2,66.15,Ebm11
1032,Eb,m,1;b3;5,"x,x,3,2,4,1","Gb,Bb,Eb,Gb",2,22.05,Ebm
1013,Eb,maj,1;3;5,"x,1,1,3,4,x","Bb,Eb,Bb,Eb",2,30.87,Ebmaj
1012,Eb,maj,1;3;5,"1,x,3,3,3,x","Bb,Bb,Eb,G",2,30.87,Ebmaj
1011,Eb,maj,1;3;5,"x,3,1,1,1,x","G,Bb,Eb,G",2,30.87,Ebmaj
1010,Eb,maj,1;3;5,"x,x,x,3,4,1","Eb,G,Bb",1,30.87,Ebmaj
990,Eb,7,1;3;5;b7,"x,x,x,3,2,1","G,Bb,Db",1,44.1,Eb7
991,Eb,7,1;3;5;b7,"3,x,2,4,1,x","Bb,G,Db,Eb",2,44.1,Eb7
992,Eb,7,1;3;5;b7,"3,x,2,4,x,x","Bb,G,Db",1,44.1,Eb7
993,Eb,7,1;3;5;b7,"x,x,1,3,2,4","Eb,Bb,Db,G",2,44.1,Eb7
994,Eb,7,1;3;5;b7,"x,1,3,1,4,x","Eb,Bb,Db,G",2,44.1,Eb7
995,Eb,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Bbb,Eb,Gb,Dbb",2,44.1,Ebdim7
996,Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Gb,Dbb,Eb,Bbb",2,44.1,Ebdim7
997,Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Dbb,Gb,Bbb,Eb",2,44.1,Ebdim7
1035,Eb,m,1;b3;5,"x,x,2,1,3,x","Gb,Bb,Eb",1,22.05,Ebm
988,Eb,7,1;3;5;b7,"x,x,x,1,4,1","Db,G,Bb",1,44.1,Eb7
999,Eb,dim7,1;b3;b5;bb7,"2,x,1,3,1,x","Eb,Dbb,Gb,Bbb",2,44.1,Ebdim7
1001,Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,1","Eb,Bbb,Dbb,Gb,Bbb",3,44.1,Ebdim7
1002,Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Gb,Dbb,Eb,Bbb",2,44.1,Ebdim7
1003,Eb,aug,1;3;#5,"x,3,2,0,0,x","B,Eb,G,B",2,44.1,Ebaug
1004,Eb,aug,1;3;#5,"4,3,2,0,x,x","G,B,Eb,G",2,44.1,Ebaug
1005,Eb,aug,1;3;#5,"x,x,4,2,3,1","Eb,G,B,Eb",2,44.1,Ebaug
1006,Eb,maj,1;3;5,"x,4,3,1,2,1","Eb,G,Bb,Eb,G",3,30.87,Ebmaj
1007,Eb,maj,1;3;5,"x,1,3,3,3,x","Eb,Bb,Eb,G",2,30.87,Ebmaj
1008,Eb,maj,1;3;5,"1,3,4,2,1,1","Eb,Bb,Eb,G,Bb,Eb",4,30.87,Ebmaj
1009,Eb,maj,1;3;5,"x,1,x,0,4,x","Eb,G,G",1,30.87,Ebmaj
1000,Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Eb,Bbb,Dbb,Gb",2,44.1,Ebdim7
1055,Eb,6,1;3;5;6,"x,4,2,3,1,x","Eb,G,C,Eb",2,26.46,Eb6
1056,Eb,6,1;3;5;6,"x,1,3,3,3,3","Eb,Bb,Eb,G,C",3,26.46,Eb6
1057,Eb,6,1;3;5;6,"1,x,3,2,4,1","Eb,Eb,G,C,Eb",3,26.46,Eb6
1077,Eb,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","Eb,Db,G,Bb,Fb",3,52.92,Eb7(b9)
1078,Eb,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","Db,G,Bb,Fb",2,52.92,Eb7(b9)
1079,Eb,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x","Db,G,Bb,Fb",2,52.92,Eb7(b9)
1080,Eb,m9,1;b3;5;b7;9,"x,2,1,3,4,x","Eb,Gb,Db,F",2,61.74,Ebm9
1081,Eb,m9,1;b3;5;b7;9,"3,1,4,2,x,x","Eb,Gb,Db,F",2,61.74,Ebm9
1082,Eb,m9,1;b3;5;b7;9,"1,3,1,1,1,4","Eb,Bb,Db,Gb,Bb,F",4,61.74,Ebm9
1083,Eb,sus4,1;4;5,"x,3,4,1,2,x","Eb,Ab,Bb,Eb",2,17.64,Ebsus4
1084,Eb,sus4,1;4;5,"x,1,2,3,4,1","Eb,Bb,Eb,Ab,Bb",3,17.64,Ebsus4
1085,Eb,sus4,1;4;5,"1,1,3,4,1,1","Eb,Ab,Eb,Ab,Bb,Eb",4,17.64,Ebsus4
1086,Eb,6/9,1;3;5;6;9,"x,x,1,0,2,3","Eb,G,C,F",2,52.92,Eb6/9
1087,Eb,6/9,1;3;5;6;9,"x,2,1,1,3,4","Eb,G,C,F,Bb",3,52.92,Eb6/9
1088,Eb,6/9,1;3;5;6;9,"2,1,1,1,3,4","Eb,G,C,F,Bb,Eb",4,52.92,Eb6/9
1089,Eb,6/9,1;3;5;6;9,"x,x,1,3,1,1","Eb,Bb,C,F",2,52.92,Eb6/9
1090,Eb,6/9,1;3;5;6;9,"x,2,x,1,3,x","Eb,C,F",1,52.92,Eb6/9
1033,Eb,m,1;b3;5,"x,1,3,4,2,1","Eb,Bb,Eb,Gb,Bb",3,22.05,Ebm
1076,Eb,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","Eb,G,Db,Fb",2,52.92,Eb7(b9)
1075,Eb,7(b9),1;3;5;b7;b9,"x,x,1,0,3,0","Eb,G,Db,Fb",2,52.92,Eb7(b9)
1034,Eb,m,1;b3;5,"1,3,4,1,1,1","Eb,Bb,Eb,Gb,Bb,Eb",4,22.05,Ebm
1073,Eb,m6,1;b3;5;6,"x,1,x,3,2,4","Eb,Eb,Gb,C",2,44.1,Ebm6
1058,Eb,6,1;3;5;6,"x,x,x,1,1,1","Eb,G,C",1,26.46,Eb6
1074,Eb,m6,1;b3;5;6,"1,x,3,1,4,1","Eb,Eb,Gb,C,Eb",3,44.1,Ebm6
1060,Eb,6,1;3;5;6,"x,x,3,2,4,x","Eb,G,C",1,26.46,Eb6
1061,Eb,7(#5),1;3;#5;b7,"x,1,2,1,1,x","Db,G,B,Eb",2,44.1,Eb7(#5)
1062,Eb,7(#5),1;3;#5;b7,"x,1,4,1,3,2","Eb,B,Db,G,B",3,44.1,Eb7(#5)
1063,Eb,7(#5),1;3;#5;b7,"1,x,1,2,3,1","Eb,Db,G,B,Eb",3,44.1,Eb7(#5)
1064,Eb,7sus4,1;4;5;b7,"x,2,3,4,1,x","Eb,Ab,Db,Eb",2,39.69,Eb7sus4
1059,Eb,6,1;3;5;6,"x,x,3,2,4,1","Eb,G,C,Eb",2,26.46,Eb6
1066,Eb,7sus4,1;4;5;b7,"1,3,1,4,1,1","Eb,Bb,Db,Ab,Bb,Eb",4,39.69,Eb7sus4
1067,Eb,7sus4,1;4;5;b7,"x,2,2,3,x,x","Eb,Ab,Db",1,39.69,Eb7sus4
1068,Eb,maj7,1;3;5;7,"x,4,3,1,1,1","Eb,G,Bb,D,G",3,26.46,Ebmaj7
1069,Eb,maj7,1;3;5;7,"x,1,3,2,4,1","Eb,Bb,D,G,Bb",3,26.46,Ebmaj7
1070,Eb,maj7,1;3;5;7,"x,x,4,3,2,1","Eb,G,Bb,D",2,26.46,Ebmaj7
1072,Eb,m6,1;b3;5;6,"x,3,1,2,1,x","Eb,Gb,C,Eb",2,44.1,Ebm6
1065,Eb,7sus4,1;4;5;b7,"x,1,3,1,4,1","Eb,Bb,Db,Ab,Bb",3,39.69,Eb7sus4
1071,Eb,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x","Eb,A,Db",1,57.33,Eb7(#11)
2392,F,7(b9),1;3;5;b7;b9,"x,x,1,2,1,3","A,Eb,Gb,C",2,52.92,F7(b9)
2391,F,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","F,A,Eb,Gb",2,52.92,F7(b9)
2390,F,7(b9),1;3;5;b7;b9,"x,x,2,1,3,1","F,A,Eb,Gb",2,52.92,F7(b9)
2389,F,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","F,Eb,A,C,Gb",3,52.92,F7(b9)
2386,F,m6,1;b3;5;6,"1,x,3,1,4,1","F,F,Ab,D,F",3,44.1,Fm6
2387,F,m6,1;b3;5;6,"x,3,1,2,1,x","F,Ab,D,F",2,44.1,Fm6
2385,F,7(#11),1;3;5;b7;#11,"1,x,2,3,0,x","F,Eb,A,B",2,57.33,F7(#11)
2384,F,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x","F,B,Eb",1,57.33,F7(#11)
2383,F,5,1;5,"1,1,3,x,x,x","C,F,C",1,0.0,F5
2393,F,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","C,Gb,A,Eb",2,52.92,F7(b9)
2388,F,m6,1;b3;5;6,"x,1,x,3,2,4","F,F,Ab,D",2,44.1,Fm6
2394,F,7(b9),1;3;5;b7;b9,"1,x,2,3,x,4","F,Eb,A,Gb",2,52.92,F7(b9)
2401,F,sus4,1;4;5,"x,1,2,3,4,1","F,C,F,Bb,C",3,17.64,Fsus4
2396,F,m9,1;b3;5;b7;9,"x,x,1,3,2,1","F,C,Eb,G",2,61.74,Fm9
2397,F,m9,1;b3;5;b7;9,"x,2,1,3,4,x","F,Ab,Eb,G",2,61.74,Fm9
2398,F,13(b9),1;3;5;b7;b9;11;13,"x,1,3,3,3,x","Eb,A,D,Gb",2,83.79,F13(b9)
2399,F,sus4,1;4;5,"1,1,3,4,1,1","F,Bb,F,Bb,C,F",4,17.64,Fsus4
2400,F,sus4,1;4;5,"x,3,4,1,2,x","F,Bb,C,F",2,17.64,Fsus4
2382,F,5,1;5,"x,x,1,3,x,x","F,C",0,0.0,F5
2402,F,6/9,1;3;5;6;9,"1,0,0,0,2,3","F,A,D,G,C,F",4,52.92,F6/9
2403,F,6/9,1;3;5;6;9,"x,x,2,1,3,4","F,A,D,G",2,52.92,F6/9
2404,F,6/9,1;3;5;6;9,"x,2,1,1,3,4","F,A,D,G,C",3,52.92,F6/9
2405,F,6/9,1;3;5;6;9,"x,2,1,1,3,x","F,A,D,G",2,52.92,F6/9
2406,F,6/9,1;3;5;6;9,"1,3,0,0,x,x","F,C,D,G",2,52.92,F6/9
2407,F,6/9,1;3;5;6;9,"1,2,0,0,3,4","F,C,D,G,D,G",4,52.92,F6/9
2395,F,m9,1;b3;5;b7;9,"1,3,1,1,1,4","F,C,Eb,Ab,C,G",4,61.74,Fm9
2381,F,5,1;5,"x,x,x,1,2,4","C,F,C",1,0.0,F5
2373,F,maj7,1;3;5;7,"x,2,1,3,4,x","F,A,E,A",2,26.46,Fmaj7
2379,F,5,1;5,"x,1,1,x,x,x","C,F",0,0.0,F5
2352,F,7(#5),1;3;#5;b7,"1,x,1,2,3,1","F,Eb,A,C#,F",3,44.1,F7(#5)
2353,F,7(#5),1;3;#5;b7,"x,1,2,1,1,x","Eb,A,C#,F",2,44.1,F7(#5)
2354,F,7(#5),1;3;#5;b7,"x,1,4,1,3,2","F,C#,Eb,A,C#",3,44.1,F7(#5)
2355,F,7(#5),1;3;#5;b7,"1,x,2,3,4,x","F,Eb,A,C#",2,44.1,F7(#5)
2356,F,7sus4,1;4;5;b7,"1,3,1,4,1,1","F,C,Eb,Bb,C,F",4,39.69,F7sus4
2357,F,7sus4,1;4;5;b7,"x,2,3,4,1,x","F,Bb,Eb,F",2,39.69,F7sus4
2358,F,7sus4,1;4;5;b7,"x,1,3,1,4,1","F,C,Eb,Bb,C",3,39.69,F7sus4
2359,F,maj7,1;3;5;7,"1,x,4,3,2,0","F,F,A,C,E",3,26.46,Fmaj7
2360,F,maj7,1;3;5;7,"0,4,3,1,1,1","E,F,A,C,E,A",4,26.46,Fmaj7
2361,F,maj7,1;3;5;7,"0,1,3,2,4,1","E,F,C,E,A,C",4,26.46,Fmaj7
2362,F,maj7,1;3;5;7,"1,x,3,4,2,x","F,E,A,C",2,26.46,Fmaj7
2364,F,maj7,1;3;5;7,"1,3,4,2,1,0","F,C,F,A,C,E",4,26.46,Fmaj7
2365,F,maj7,1;3;5;7,"x,x,1,1,1,3","C,F,A,E",2,26.46,Fmaj7
2366,F,maj7,1;3;5;7,"x,x,x,2,1,0","A,C,E",1,26.46,Fmaj7
2367,F,maj7,1;3;5;7,"x,x,3,2,1,0","F,A,C,E",2,26.46,Fmaj7
2368,F,maj7,1;3;5;7,"x,1,3,2,x,x","F,C,E",1,26.46,Fmaj7
2369,F,maj7,1;3;5;7,"1,x,3,4,x,x","F,E,A",1,26.46,Fmaj7
2370,F,maj7,1;3;5;7,"x,1,3,2,4,1","F,C,E,A,C",3,26.46,Fmaj7
2371,F,maj7,1;3;5;7,"x,3,4,2,1,0","C,F,A,C,E",3,26.46,Fmaj7
2372,F,maj7,1;3;5;7,"x,1,1,4,4,4","C,F,C,E,A",3,26.46,Fmaj7
2374,F,5,1;5,"1,3,x,x,x,x","F,C",0,0.0,F5
2375,F,5,1;5,"x,1,3,4,x,x","F,C,F",1,0.0,F5
2376,F,5,1;5,"1,3,4,x,x,x","F,C,F",1,0.0,F5
2377,F,5,1;5,"x,x,x,x,1,3","F,C",0,0.0,F5
2378,F,5,1;5,"x,1,3,x,x,x","F,C",0,0.0,F5
2380,F,5,1;5,"x,x,1,3,4,x","F,C,F",1,0.0,F5
2363,F,maj7,1;3;5;7,"x,1,3,2,4,x","F,C,E,A",2,26.46,Fmaj7
2296,F,11,1;3;5;b7;9;11,"x,x,1,1,2,1","F,Bb,Eb,G",2,61.74,F11
2351,F,6,1;3;5;6,"x,x,3,3,3,3","C,F,A,D",2,26.46,F6
2266,F,7,1;3;5;b7,"x,x,3,2,4,1","F,A,Eb,F",2,44.1,F7
2265,F,7,1;3;5;b7,"1,3,1,2,1,1","F,C,Eb,A,C,F",4,44.1,F7
2264,F,7,1;3;5;b7,"1,x,2,3,x,x","F,Eb,A",1,44.1,F7
2263,F,7,1;3;5;b7,"x,1,3,1,4,1","F,C,Eb,A,C",3,44.1,F7
2262,F,7,1;3;5;b7,"x,3,2,4,1,x","F,A,Eb,F",2,44.1,F7
2261,F,7,1;3;5;b7,"1,3,1,2,4,1","F,C,Eb,A,Eb,F",4,44.1,F7
2260,F,maj13,1;3;5;7;9;11;13,"x,1,3,2,1,4","F,C,E,G,D",3,74.97,Fmaj13
2259,F,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x","F,E,A,D",2,74.97,Fmaj13
2258,F,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Cb,F,A,Eb,G,Cb",4,70.56,F9b5
2257,F,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","F,Cb,Eb,G",2,70.56,F9b5
2256,F,9b5,1;3;b5;b7;9,"1,0,2,0,0,3","F,A,Eb,G,Cb,F",4,70.56,F9b5
2267,F,7,1;3;5;b7,"x,x,x,2,1,3","C,Eb,A",1,44.1,F7
2255,F,9,1;3;5;b7;9,"2,x,1,3,4,x","C,A,Eb,G",2,52.92,F9
2253,F,9,1;3;5;b7;9,"x,2,1,3,3,3","F,A,Eb,G,C",3,52.92,F9
2252,F,9,1;3;5;b7;9,"x,2,1,3,4,x","F,A,Eb,G",2,52.92,F9
2251,F,9,1;3;5;b7;9,"x,x,1,3,2,1","F,C,Eb,G",2,52.92,F9
2250,F,9,1;3;5;b7;9,"1,0,2,0,3,4","F,A,Eb,G,C,F",4,52.92,F9
2249,F,7(#9),1;3;5;b7;#9,"x,x,1,2,4,3","A,Eb,G#,C",2,52.92,F7(#9)
2248,F,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","F,A,Eb,G#",2,52.92,F7(#9)
2247,F,7(#9),1;3;5;b7;#9,"x,x,2,1,3,4","F,A,Eb,G#",2,52.92,F7(#9)
2246,F,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","F,C,Eb,A,C,G#",4,52.92,F7(#9)
2245,F,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4","A,Eb,G,D",2,74.97,F13
2244,F,13,1;3;5;b7;9;11;13,"x,1,3,4,2,x","Eb,A,D,F",2,74.97,F13
2243,F,13,1;3;5;b7;9;11;13,"x,1,2,3,4,x","Eb,A,D,G",2,74.97,F13
2254,F,9,1;3;5;b7;9,"2,x,1,3,3,3","C,A,Eb,G,C",3,52.92,F9
2268,F,7,1;3;5;b7,"x,2,1,3,x,x","F,A,Eb",1,44.1,F7
2269,F,7,1;3;5;b7,"x,2,1,3,x,4","F,A,Eb,C",2,44.1,F7
2270,F,7,1;3;5;b7,"x,1,3,1,x,x","F,C,Eb",1,44.1,F7
2295,F,maj,1;3;5,"x,x,x,1,3,2","C,F,A",1,30.87,Fmaj
2294,F,maj,1;3;5,"1,3,4,2,x,x","F,C,F,A",2,30.87,Fmaj
2293,F,maj,1;3;5,"x,x,3,1,2,x","A,C,F",1,30.87,Fmaj
2292,F,maj,1;3;5,"x,3,1,1,1,x","A,C,F,A",2,30.87,Fmaj
2291,F,maj,1;3;5,"x,x,3,2,1,x","F,A,C",1,30.87,Fmaj
2290,F,maj,1;3;5,"2,x,1,3,4,x","A,F,C,F",2,30.87,Fmaj
2289,F,maj,1;3;5,"x,x,x,3,4,1","F,A,C",1,30.87,Fmaj
2288,F,maj,1;3;5,"x,x,x,2,1,1","A,C,F",1,30.87,Fmaj
2287,F,maj,1;3;5,"x,1,2,3,4,1","F,C,F,A,C",3,30.87,Fmaj
2286,F,maj,1;3;5,"x,1,x,x,4,x","F,A",0,30.87,Fmaj
2285,F,maj,1;3;5,"x,x,1,2,4,3","F,C,F,A",2,30.87,Fmaj
2284,F,maj,1;3;5,"x,3,4,2,1,1","C,F,A,C,F",3,30.87,Fmaj
2283,F,maj,1;3;5,"x,x,3,2,1,1","F,A,C,F",2,30.87,Fmaj
2282,F,maj,1;3;5,"x,1,3,3,3,x","F,C,F,A",2,30.87,Fmaj
2281,F,maj,1;3;5,"x,4,3,1,2,1","F,A,C,F,A",3,30.87,Fmaj
2280,F,maj,1;3;5,"1,3,4,2,1,1","F,C,F,A,C,F",4,30.87,Fmaj
2279,F,aug,1;3;#5,"x,x,4,2,3,1","C#,F,A,C#",2,44.1,Faug
2278,F,aug,1;3;#5,"4,3,2,1,x,x","A,C#,F,A",2,44.1,Faug
2277,F,aug,1;3;#5,"x,3,2,1,1,x","C#,F,A,C#",2,44.1,Faug
2276,F,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","F,Cb,Ebb,Ab",2,44.1,Fdim7
2275,F,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","F,Cb,Ebb,Ab",2,44.1,Fdim7
2274,F,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Ebb,Ab,Cb,F",2,44.1,Fdim7
2273,F,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Ab,Ebb,F,Cb",2,44.1,Fdim7
2272,F,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Ab,Ebb,F,Cb",2,44.1,Fdim7
2271,F,7,1;3;5;b7,"x,x,1,3,2,4","F,C,Eb,A",2,44.1,F7
2242,F,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x","F,Eb,A,D",2,74.97,F13
2297,F,11,1;3;5;b7;9;11,"x,1,1,1,1,1","F,Bb,Eb,G,C",3,61.74,F11
2241,F,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","F,Eb,G,A,D",3,74.97,F13
2239,F,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","F,Eb,A,D,G",3,74.97,F13
2327,F,m,1;b3;5,"x,x,x,2,3,1","C,F,Ab",1,22.05,Fm
2328,F,7b5,1;3;b5;b7,"1,3,2,4,x,x","F,Cb,Eb,A",2,52.92,F7b5
2329,F,7b5,1;3;b5;b7,"x,x,1,2,3,4","F,Cb,Eb,A",2,52.92,F7b5
2330,F,7b5,1;3;b5;b7,"x,1,2,1,3,x","F,Cb,Eb,A",2,52.92,F7b5
2331,F,m7,1;b3;5;b7,"1,3,1,1,4,1","F,C,Eb,Ab,Eb,F",4,44.1,Fm7
2332,F,m7,1;b3;5;b7,"x,x,1,4,2,3","F,C,Eb,Ab",2,44.1,Fm7
2333,F,m7,1;b3;5;b7,"x,1,3,1,2,1","F,C,Eb,Ab,C",3,44.1,Fm7
2334,F,m7,1;b3;5;b7,"2,x,3,3,3,x","F,Eb,Ab,C",2,44.1,Fm7
2335,F,m7,1;b3;5;b7,"2,x,3,3,x,x","F,Eb,Ab",1,44.1,Fm7
2336,F,m7,1;b3;5;b7,"x,2,1,3,4,x","F,Ab,Eb,Ab",2,44.1,Fm7
2337,F,m7,1;b3;5;b7,"x,2,1,3,x,x","F,Ab,Eb",1,44.1,Fm7
2326,F,m,1;b3;5,"4,2,1,1,x,x","F,Ab,C,F",2,22.05,Fm
2338,F,m7,1;b3;5;b7,"x,1,x,2,3,x","F,Eb,Ab",1,44.1,Fm7
2340,F,dim,1;b3;b5,"x,x,1,2,4,3","F,Cb,F,Ab",2,22.05,Fdim
2341,F,dim,1;b3;b5,"x,1,2,3,4,x","F,Cb,F,Ab",2,22.05,Fdim
2342,F,dim,1;b3;b5,"x,x,3,1,4,x","Ab,Cb,F",1,22.05,Fdim
2343,F,dim,1;b3;b5,"3,1,x,x,x,x","F,Ab",0,22.05,Fdim
2344,F,dim,1;b3;b5,"1,2,x,x,x,x","F,Cb",0,22.05,Fdim
2345,F,dim,1;b3;b5,"1,2,3,x,x,x","F,Cb,F",1,22.05,Fdim
2346,F,6,1;3;5;6,"1,x,3,2,4,1","F,F,A,D,F",3,26.46,F6
2347,F,6,1;3;5;6,"x,4,2,3,1,x","F,A,D,F",2,26.46,F6
2348,F,6,1;3;5;6,"x,1,3,3,3,3","F,C,F,A,D",3,26.46,F6
2349,F,6,1;3;5;6,"x,x,3,2,4,1","F,A,D,F",2,26.46,F6
2350,F,6,1;3;5;6,"x,2,1,1,x,x","F,A,D",1,26.46,F6
2339,F,dim,1;b3;b5,"1,2,3,1,x,x","F,Cb,F,Ab",2,22.05,Fdim
2324,F,m,1;b3;5,"x,x,x,3,2,1","F,Ab,C",1,22.05,Fm
2323,F,m,1;b3;5,"x,3,4,1,1,1","C,F,Ab,C,F",3,22.05,Fm
2322,F,m,1;b3;5,"x,x,3,1,1,1","F,Ab,C,F",2,22.05,Fm
2238,F,9(#5),1;3;#5;b7;9,"x,x,1,2,2,4","A,Eb,G,C#",2,52.92,F9(#5)
2298,F,11,1;3;5;b7;9;11,"3,x,4,2,1,1","F,Eb,G,Bb,Eb",3,61.74,F11
2299,F,maj9,1;3;5;7;9,"1,0,4,0,2,0","F,A,F,G,C,E",4,52.92,Fmaj9
2300,F,maj9,1;3;5;7;9,"x,4,1,1,1,1","F,G,C,E,A",3,52.92,Fmaj9
2301,F,maj9,1;3;5;7;9,"x,2,1,4,3,x","F,A,E,G",2,52.92,Fmaj9
2302,F,maj9,1;3;5;7;9,"x,3,2,0,1,0","F,A,G,F,E",3,52.92,Fmaj9
2303,F,maj9,1;3;5;7;9,"x,3,3,0,1,0","C,F,G,C,E",3,52.92,Fmaj9
2304,F,sus2,1;2;5,"x,1,3,4,1,1","F,C,F,G,C",3,17.64,Fsus2
2305,F,sus2,1;2;5,"1,3,4,0,x,x","F,C,F,G",2,17.64,Fsus2
2306,F,sus2,1;2;5,"x,3,4,0,1,1","C,F,G,C,F",3,17.64,Fsus2
2307,F,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x","F,Eb,Ab,Bb",2,66.15,Fm11
2308,F,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1","F,Bb,Eb,Ab,C",3,66.15,Fm11
2309,F,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","F,Ab,Eb,G,Bb",3,66.15,Fm11
2310,F,m11,1;b3;5;b7;9;11,"x,1,4,1,2,1","C,Ab,Bb,Eb,G",3,66.15,Fm11
2311,F,m11,1;b3;5;b7;9;11,"x,x,1,3,2,4","F,C,Eb,Bb",2,66.15,Fm11
